Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/26/2019 12:43:12,18-24,Marketing,Content Marketing Specialist,"56,000",USD,"Washington, DC",2 - 4 years
4/26/2019 12:43:14,55-64,Fashion,Marketing manager,120000,USD,Boston/ma,21 - 30 years
4/26/2019 12:43:20,35-44,Tech,Support ,"50,000",USD,Austin TX,11 - 20 years
4/26/2019 12:43:20,45-54,Legal,Attorney,300000,USD,Seattle/WA/USA,11 - 20 years
4/26/2019 12:43:25,35-44,Financial ,Business Initiatives Consultant ,66500,USD,Minnesota ,8 - 10 years
4/26/2019 12:43:28,35-44,Government ,Project Surveyor,87000,USD,Salem/Oregon/USA,11 - 20 years
4/26/2019 12:43:45,25-34,Car Wash,Project Manager,"80,000",USD,"Dallas,TX,USA",5-7 years
4/26/2019 12:43:46,45-54,Financial services technology,Head of product strategy,250000,USD,New York City,21 - 30 years
4/26/2019 12:43:47,25-34,Technology,Director of Business Development,108000,USD,San Francisco,2 - 4 years
4/26/2019 12:43:49,45-54,Human Resources,Director of Talent Development,"105,000",USD,"St. Paul, MN, USA",11 - 20 years
4/26/2019 12:43:50,45-54,Technology,Senior Engineer,137000,USD,"Phoenix, AZ, USA",21 - 30 years
4/26/2019 12:43:54,35-44,Public accounting ,Tax Senior manager,120000,USD,Boston/MA/usa,8 - 10 years
4/26/2019 12:43:55,25-34,Biotechnology ,Scientist,80000,USD,Wisconsin,1 year or less
4/26/2019 12:44:10,35-44,Technology ,Senior Product Manager,135000,USD,San Diego CA USA,11 - 20 years
4/26/2019 12:44:11,45-54,Environmental consultancy,Project / Client Manager,"133,000",USD,United States,21 - 30 years
4/26/2019 12:44:18,25-34,Health,Analyst,45240,USD,Wisconsin,1 year or less
4/26/2019 12:44:22,55-64,Manufacturing,HR Manager,99000,USD,Detroit,21 - 30 years
4/26/2019 12:44:23,25-34,Credit Bureau,Senior Analyst - Data Science and Analytics,"91,800 + 10-13% bonus",USD,Chicago,5-7 years
4/26/2019 12:44:32,35-44,Medical Coding,Outpatient Coding Supervisor,"64,800",USD,"Madison, WI",11 - 20 years
4/26/2019 12:44:33,55-64,Fashion,Marketing manager,120000,USD,Boston/ma,21 - 30 years
4/26/2019 12:44:34,35-44,Retail ,Store Manager ,"97,000",USD,"California, United States",11 - 20 years
4/26/2019 12:44:39,45-54,Transportation,President,250000,USD,PORTLAND/Oregon/USA,21 - 30 years
4/26/2019 12:44:40,25-34,Telecommunications ,Cost Analyst,61256,USD,Denver/Colorado/USA,5-7 years
4/26/2019 12:44:48,25-34,Wholesale,HR Manager,42640,USD,"Idaho Falls, ID",1 year or less
4/26/2019 12:44:51,45-54,Manufacturing machine parts,Mechanical engineer,"89,000",USD,Cincinnati ohio,21 - 30 years
4/26/2019 12:44:51,45-54,Engineering and Construction Management,Senior Vice President,224000,USD,Upstate/NY/USA,21 - 30 years
4/26/2019 12:44:56,55-64,Paper Manufacturing ,Project Manager,"$90,000",USD,"Pryor, OK, USA",31 - 40 years
4/26/2019 12:45:02,35-44,Government ,Management Analyst,"$105,000",USD,Denver/Colardo,11 - 20 years
4/26/2019 12:45:06,45-54,Telecommunications ,Retention agent,29764,USD,Newton/ia/usa,31 - 40 years
4/26/2019 12:45:08,25-34,Software,Full stack developer,90000,CAD,Toronto,2 - 4 years
4/26/2019 12:45:22,25-34,Education,Executive Director,55000,EUR,Germany,5-7 years
4/26/2019 12:45:33,45-54,IT,Program Manager,135000,USD,Dallas TX USA,11 - 20 years
4/26/2019 12:45:37,35-44,Technology ,Product manger ,"205,000",USD,"Boston, MA",11 - 20 years
4/26/2019 12:45:37,35-44,Information Technology,Technician,"60,000",USD,"Portland, OR, United States",5-7 years
4/26/2019 12:45:49,45-54,Tech,Compensation Analyst ,"115,000",USD,"Portland, Oregon, USA",21 - 30 years
4/26/2019 12:46:13,25-34,Education,Teacher,49500,USD,New Orleans/Louisiana/United States,2 - 4 years
4/26/2019 12:46:29,25-34,Hospitality,Director of Operations,"110,000",USD,"San Francisco, CA, USA",5-7 years
4/26/2019 12:46:44,45-54,Biotech,VP,336000,USD,,21 - 30 years
4/26/2019 12:46:53,25-34,,Employee,75000,USD,,5-7 years
4/26/2019 12:46:54,35-44,Accounting ,Senior Tax Manager,230000,USD,Washington DC,11 - 20 years
4/26/2019 12:47:08,45-54,Consumer,Director of HR,"139,700",USD,Texas,11 - 20 years
4/26/2019 12:47:26,25-34,Architecture ,Junior Architecg ,"60,000",USD,,2 - 4 years
4/26/2019 12:47:28,55-64,HVAC,R&D Engineer,"100,000.00",USD,"Providence, RI, USA",31 - 40 years
4/26/2019 12:47:43,45-54,Beauty,Esthetician ,"27,000",USD,"Melbourne, Florida USA",21 - 30 years
4/26/2019 12:47:47,25-34,Banking,Portfolio Manger II,87000,USD,Chicago/Illinois/USA,8 - 10 years
4/26/2019 12:48:01,55-64,Hospitality,Chef owner,"Approximately $200,000 per year",USD,Asheville North Carolina USA,2 - 4 years
4/26/2019 12:48:05,25-34,Architecture ,Junior Architecg ,"60,000",USD,,2 - 4 years
4/26/2019 12:48:08,45-54,Facilities ,Director ,"120,000",USD,Minnesota ,1 year or less
4/26/2019 12:48:23,45-54,Aviation ,Pilot ,180000,USD,Pittsburgh/PA/US,21 - 30 years
4/26/2019 12:48:23,25-34,,Research Scientist ,130000,USD,,5-7 years
4/26/2019 12:48:34,45-54,Healthcare,Benefits Manager,85000,USD,NC ,21 - 30 years
4/26/2019 12:48:34,25-34,Computer ,QA test engineer ,"32,000",USD,Scranton Pa,1 year or less
4/26/2019 12:48:35,45-54,Manufacturing ,Vice President,"200,000",USD,Saint Louis,21 - 30 years
4/26/2019 12:48:48,25-34,Manufacturing,Content marketing specialist,"71,000",USD,"Philadelphia, PA USA",5-7 years
4/26/2019 12:48:51,25-34,Legal,Associate Lawyer,170000,CAD,calgary,2 - 4 years
4/26/2019 12:48:52,35-44,Aerospace,Director of Engineering,150000,USD,Michigan,11 - 20 years
4/26/2019 12:49:08,25-34,Manufacturing,Content marketing specialist,"71,000",USD,"Philadelphia, PA USA",5-7 years
4/26/2019 12:49:11,35-44,Software,Talent Acquisition ,122000,USD,Wisconsin/USA,11 - 20 years
4/26/2019 12:49:14,25-34,Manufacturing,Content marketing specialist,"71,000",USD,"Philadelphia, PA USA",5-7 years
4/26/2019 12:49:32,55-64,Real Estate ,Sales Manager,60000,USD,"Philadelphia, PA, USA",31 - 40 years
4/26/2019 12:49:41,25-34,Customer service ,Server,"44,000",USD,Pittsburgh ,1 year or less
4/26/2019 12:49:43,45-54,Software,"VP, Marketing","$178,000",USD,"San Francisco, CA, USA",21 - 30 years
4/26/2019 12:49:46,45-54,Healthcare,Director,565000,USD,NY,21 - 30 years
4/26/2019 12:49:49,45-54,Beauty,Esthetician ,"27,000",USD,"Melbourne, Florida USA",21 - 30 years
4/26/2019 12:49:59,25-34,Government,Communications Director ,63000,USD,GA,5-7 years
4/26/2019 12:50:00,35-44,Consulting ,Senior Manager,173000,USD,Washington DC,11 - 20 years
4/26/2019 12:50:02,25-34,Manufacturing,Laborer,30000,USD,,2 - 4 years
4/26/2019 12:50:03,35-44,Tech,Sr Finance Manager,155000,USD,Chicago Area,11 - 20 years
4/26/2019 12:50:04,45-54,Cyber,Director of engineering ,200000,USD,Boston ma usa,1 year or less
4/26/2019 12:50:07,45-54,Aerospace ,Operations supervisor ,95000,USD,"Santa Clarita , CA",8 - 10 years
4/26/2019 12:50:07,under 18,Education Auxiliary Programs,Site Manager,"$7,500",USD,"Morristown, New Jersey, USA",1 year or less
4/26/2019 12:50:12,25-34,Sales,Account manager,45000,USD,Oceanside/CA/USA,2 - 4 years
4/26/2019 12:50:24,25-34,Electronics ,Order Administrator & Sales Support,468000,SEK,"Stockholm, Stockholms län, Sweden",5-7 years
4/26/2019 12:50:31,25-34,Hospitality ,Culinary Manager,71000,USD,Denton/Texas/usa,8 - 10 years
4/26/2019 12:50:44,35-44,Insurance,Data Analyst,58973,USD,"Cincinnati, OH",5-7 years
4/26/2019 12:50:48,25-34,Publishing,Associate Publicist,"43,334",USD,"New York, NY",2 - 4 years
4/26/2019 12:50:55,25-34,Hospitality ,Culinary Manager,71000,USD,Denton/Texas/usa,8 - 10 years
4/26/2019 12:51:00,25-34,Customer service ,Server,"44,000",USD,Pittsburgh ,1 year or less
4/26/2019 12:51:07,35-44,Higher Education,Associate Director of Insights and Analytics,"81,000",USD,"Chicago, IL USA",5-7 years
4/26/2019 12:51:08,25-34,Electronics ,Order Administrator & Sales Support,468000,SEK,"Stockholm, Stockholms län, Sweden",5-7 years
4/26/2019 12:51:09,25-34,Commercial Real Estate,Marketing Manager,"55,000",USD,"Bellevue, WA",2 - 4 years
4/26/2019 12:51:16,35-44,Museums,Editor,"65,000",USD,"Los Angeles, CA, USA",11 - 20 years
4/26/2019 12:51:16,25-34,Digital Signage,Senior Software Developer,75000,USD,"Nebraska, USA",2 - 4 years
4/26/2019 12:51:18,35-44,Information Technology ,Technical Account Manager ,130000,USD,"Kansas City, MO USA",8 - 10 years
4/26/2019 12:51:27,25-34,IT,Data center engineer ,110000,USD,"Chicago, Illinois",8 - 10 years
4/26/2019 12:51:34,45-54,Communications ,PR specialist,130000,USD,,21 - 30 years
4/26/2019 12:51:36,25-34,Service ,Barista,"10,000",USD,Montana ,1 year or less
4/26/2019 12:51:38,35-44,Entertainment,VP Content,"250,000",USD,"Los Angeles, CA, US",11 - 20 years
4/26/2019 12:51:43,25-34,Publishing,Marketing Manager,53000,USD,"New York, NY",5-7 years
4/26/2019 12:51:47,65 or over,Web content management,Writer,65000,USD,United States,31 - 40 years
4/26/2019 12:51:49,35-44,Healthcare,Biomedical Equipment Tech II,67500,USD,"Bend, OR, USA",2 - 4 years
4/26/2019 12:51:52,35-44,Medical Publication ,Assistant Production Editor,"50,000",USD,Houston/TX/USA,2 - 4 years
4/26/2019 12:51:54,35-44,Manufacturing,Technical Manager,"160,000",USD,"Ohio, United States",21 - 30 years
4/26/2019 12:52:10,25-34,K-12 Education,Systems Administrator,"$70,000",USD,"Cleveland, OH, USA",5-7 years
4/26/2019 12:52:12,25-34,IT,Sales,200k-300k,USD,"Raleigh, North Carolina",8 - 10 years
4/26/2019 12:51:58,35-44,FOOTWEAR DESIGN,Designer,55000,USD,"Portland, OR",5-7 years
4/26/2019 12:52:15,35-44,Engineering and Construction,IT Project manager,151201,USD,"CA, USA",11 - 20 years
4/26/2019 12:52:22,25-34,Education,Computer Science Teacher,54756,USD,"Santa Fe, NM, 87505",8 - 10 years
4/26/2019 12:52:28,25-34,Sports,Player Relations,"86,000",USD,New Jersey,5-7 years
4/26/2019 12:52:34,35-44,Banking,IT Director,97700,USD,Indiana,8 - 10 years
4/26/2019 12:52:46,25-34,Transportation ,Roadway design EIT,75000,USD,Houston/Texas/USA,2 - 4 years
4/26/2019 12:52:52,35-44,Finance,Financial Planning Analyst,53000,USD,Bethlehem/Pennsylvania/USA,11 - 20 years
4/26/2019 12:52:52,55-64,Media,Freelance business writer,"$175,000",USD,Portland/Oregon/USA,31 - 40 years
4/26/2019 12:52:55,45-54,Healthcare Research,Senior Business Systems Analyst,155500,USD,"Washington, DC, USA",21 - 30 years
4/26/2019 12:53:10,35-44,Digital,HR Director,"170,000",USD,"New York, NY, USA",11 - 20 years
4/26/2019 12:53:10,35-44,Audio Video Integration,Systems Designer,85000,USD,Houston/Texas/USA,11 - 20 years
4/26/2019 12:53:15,45-54,electronics manufacturing,princpal engineer,120000,USD,"austin, texas USA",11 - 20 years
4/26/2019 12:53:15,45-54,Financial,Sr Manager IT Security,150000,USD,"Orlando, Florida",21 - 30 years
4/26/2019 12:53:24,35-44,Financial Services ,Internal Audit Director,151000,USD,Pittsburgh PA,11 - 20 years
4/26/2019 12:53:25,25-34,Education,Communication Director,"55,000",USD,"Minnesota, USA",8 - 10 years
4/26/2019 12:53:28,25-34,Marketing,Marketing Manager,"31,000",GBP,"Nottingham, UK",5-7 years
4/26/2019 12:53:32,25-34,Sports,Player Relations ,86000,USD,New Jersey,5-7 years
4/26/2019 12:53:35,25-34,Marketing,marketing director,150000,USD,"Vail, CO",8 - 10 years
4/26/2019 12:53:37,45-54,Education,Maintenance/painter,39000,USD,"Lincoln, Nebraska",8 - 10 years
4/26/2019 12:53:38,25-34,Marketing / Advertising,Senior Account Executive,123000,USD,New York City ,8 - 10 years
4/26/2019 12:53:56,25-34,Nonprofit,Public Relations and Manager,"34,000",USD,"Youngstown, OH, US",5-7 years
4/26/2019 12:53:58,25-34,Pharmaceutical,Clinical trial manager - TMF ,90000,USD,"Boston, MA, USA",2 - 4 years
4/26/2019 12:53:58,25-34,CPG,Senior Marketing Manager,139000,USD,"Plano, TX, USA",8 - 10 years
4/26/2019 12:54:00,35-44,Sales ,Sales Manager,75400,USD,"Chicago, Illinois USA",8 - 10 years
4/26/2019 12:54:04,55-64,,Unemployed ,45000,USD,,1 year or less
4/26/2019 12:54:04,35-44,Technology,Engineering Manager,96000,GBP,"Bournemouth, England",11 - 20 years
4/26/2019 12:54:12,25-34,Government,Staff assistant and systems administrator,"$37,000",USD,"Washington, DC",2 - 4 years
4/26/2019 12:54:15,55-64,Financial services,VP,152600,USD,"Denver, CO",31 - 40 years
4/26/2019 12:54:18,25-34,Process Engineering,Engineering Manager,167000,USD,"Houston, TX, USA",11 - 20 years
4/26/2019 12:54:19,25-34,Non-profit,Director of Institutional Giving,"90,000",USD,New York City,8 - 10 years
4/26/2019 12:54:22,25-34,Research,Data Scientist,104000,USD,,5-7 years
4/26/2019 12:54:22,45-54,Healthcare,Physician,357000,USD,Honolulu ,8 - 10 years
4/26/2019 12:54:28,25-34,Non-profit,Fact checker,"60,000",USD,"Washington, DC, USA",8 - 10 years
4/26/2019 12:54:30,25-34,Healthcare,Human Resources Generalist,"$60,000",USD,"Columbus, OH, USA",2 - 4 years
4/26/2019 12:54:34,35-44,Healthcare,Director,130000,USD,New Mexico ,8 - 10 years
4/26/2019 12:54:38,45-54,Construction ,Formen,80000,USD,NY,1 year or less
4/26/2019 12:54:56,18-24,Engineering,Jr. Mechanical Engineer,74000,USD,,2 - 4 years
4/26/2019 12:54:57,25-34,Industrial,Senior Engineer,102000,USD,"GREENVILLE, SC",8 - 10 years
4/26/2019 12:54:58,25-34,Government,Cartographer,62236,USD,"Madison, WI USA",11 - 20 years
4/26/2019 12:54:41,25-34,Construction Managements,General Superintendent,"114,000",USD,,8 - 10 years
4/26/2019 12:54:49,35-44,Medical publishing,Editorial Coordinator,"32,000",USD,Connecticut,11 - 20 years
4/26/2019 12:54:52,35-44,Construction,Company owner,"200,000.00",USD,Mount pleasant sc usa,8 - 10 years
4/26/2019 12:55:05,25-34,Packaging,Account Manager,86000,USD,San Francisco,5-7 years
4/26/2019 12:55:10,45-54,Media,Writer,"120,000",USD,,8 - 10 years
4/26/2019 12:55:11,25-34,Marketing tech startup,"Director, Client Support","100,000",USD,New York City ,11 - 20 years
4/26/2019 12:55:11,35-44,Ride share,Uber Driver,25000,USD,Baltimore/Maryland/USA,2 - 4 years
4/26/2019 12:55:11,25-34,Construction ,Project Manager,73000,USD,Salt Lake City Utah USA,8 - 10 years
4/26/2019 12:55:14,35-44,Financial Services,Director,150000,USD,"Jersey City, NJ, USA",11 - 20 years
4/26/2019 12:55:20,25-34,Consulting ,Marketing manager ,"120,000",USD,New York / NY / USA,11 - 20 years
4/26/2019 12:55:21,45-54,Medical Device Manufacturing,End User Computing Administrator,"82,000,000",USD,Chicago/IL/USA,11 - 20 years
4/26/2019 12:55:23,25-34,Insurance ,Project Manager ,"88,000",USD,"Lansing, Mi",5-7 years
4/26/2019 12:55:26,25-34,Packaging,Account Manager,86000,USD,San Francisco,5-7 years
4/26/2019 12:55:28,35-44,Ride share,Uber Driver,25000,USD,Baltimore/Maryland/USA,2 - 4 years
4/26/2019 12:55:30,45-54,Religious Institution,Parish Ministries Coordinator,"26,000",USD,Philadelphia PA USA,8 - 10 years
4/26/2019 12:55:32,55-64,Child care,Preschool Teacher,"$18,000",USD,Norwell/MA/USA,21 - 30 years
4/26/2019 12:55:39,25-34,Industrial,Senior Engineer,102000,USD,"GREENVILLE, SC",8 - 10 years
4/26/2019 12:55:39,25-34,Accounting,Senior Auditor,80000,USD,"Jacksonville, Florida",2 - 4 years
4/26/2019 12:55:39,45-54,Construction ,Formen,80000,USD,NY,1 year or less
4/26/2019 12:55:48,25-34,Advertising,Media Planner,52000,USD,"Dallas, TX, USA",2 - 4 years
4/26/2019 12:55:51,55-64,Government,Engineer,116000,USD,Texas,31 - 40 years
4/26/2019 12:55:56,45-54,Real Estate,Productivity coach ,150000,USD,"Dallas, TX",11 - 20 years
4/26/2019 12:56:01,35-44,Furniture ,NetSuite Administrator,100000,USD,New York/NY/USA,11 - 20 years
4/26/2019 12:56:03,45-54,Entertainment,Department Head,$20/hr,USD,"Las Vegas,NV",21 - 30 years
4/26/2019 12:56:06,35-44,Healthcare,Registered Nurse,52000,USD,Inverness/Florida/Citrus,11 - 20 years
4/26/2019 12:56:06,25-34,Defense,Software engineer,108000,USD,Livermore ca us,2 - 4 years
4/26/2019 12:56:10,25-34,Technology,Director of Sales ,250000,USD,"Seattle, WA ",11 - 20 years
4/26/2019 12:56:11,45-54,,VP,190000,USD,,21 - 30 years
4/26/2019 12:56:19,25-34,Construction management ,Construction manager/ owner’s rep ,"95,000",USD,Portland/Oregon/United States ,8 - 10 years
4/26/2019 12:56:23,35-44,Real Estate,EVP,600000,USD,"New York, NY",11 - 20 years
4/26/2019 12:56:41,55-64,Coding ,Medical billing ,35000,USD,Hicksville/ny/usa,11 - 20 years
4/26/2019 12:56:45,35-44,Research,Research Manager,"94,000",USD,"New York, New York",11 - 20 years
4/26/2019 12:56:52,25-34,Financial Services,Policy and Procedure Coordinator,44290,USD,Sioux Falls/SD/United States,11 - 20 years
4/26/2019 12:56:53,35-44,Insurance,Inside auto adjuster,"58,000",USD,"Nashville, tn, usa",11 - 20 years
4/26/2019 12:56:57,35-44,Tech,Application systems engineer ,Contractor $35 per hour,USD,"SF, California ",2 - 4 years
4/26/2019 12:57:11,25-34,Technology ,Market Intelligence Manager,125000,USD,Boston/MA/US,8 - 10 years
4/26/2019 12:57:01,45-54,,National Account Manager,150000,USD,"San Diego, CA USA",21 - 30 years
4/26/2019 12:57:04,45-54,Real Estate,Marketing Specialist,43680,USD,Green Bay/WI/USA,21 - 30 years
4/26/2019 12:57:15,25-34,Retail,Deli Service Manager,"77,000",USD,New Jersey ,1 year or less
4/26/2019 12:57:30,35-44,Tax Consulting,Senior Manager,"136,500.00",USD,Chicago,11 - 20 years
4/26/2019 12:57:35,25-34,Architecture and engineering,Bid specialist,67500,CAD,Canada,5-7 years
4/26/2019 12:57:44,25-34,Financial Services,Policy and Procedure Coordinator,44290,USD,Sioux Falls/SD/United States,11 - 20 years
4/26/2019 12:57:54,35-44,Tech,Application systems engineer ,Contractor $35 per hour,USD,"SF, California ",2 - 4 years
4/26/2019 12:58:15,35-44,Banking,Digital Content Strategist ,60000,USD,Oregon ,5-7 years
4/26/2019 12:58:07,25-34,Media/Journalism,Copy Chief,"86,000",USD,"New York City, NY, USA",5-7 years
4/26/2019 12:58:08,25-34,Marketing,Marketing and Sales Manager,90000,USD,"Gresham, OR USA",5-7 years
4/26/2019 12:58:14,35-44,Non-profit- financial capability mission,Financial capability manager,43775,USD,"St. Paul, MN USA ",11 - 20 years
4/26/2019 12:58:21,35-44,Tech,Application systems engineer ,Contractor $35 per hour,USD,"SF, California ",2 - 4 years
4/26/2019 12:58:28,25-34,Retail pharmacy,Floater pharmacist,130000,USD,"Raleigh, nc, USA ",5-7 years
4/26/2019 12:58:28,45-54,IT,"Senior Director, Delivery ",350000,USD,"San Francisco, CA, USA ",21 - 30 years
4/26/2019 12:58:31,25-34,Accounting,Analyst,94000,USD,Indiana,8 - 10 years
4/26/2019 12:58:42,35-44,Construction ,Sales manager ,115000,USD,"San Francisco, Ca United States ",11 - 20 years
4/26/2019 12:58:43,25-34,Consulting,Director,137000,USD,"Denver, CO, USA",11 - 20 years
4/26/2019 12:58:48,25-34,it,mac support,41000,GBP,london,2 - 4 years
4/26/2019 12:58:52,35-44,Technology,Director of Finance,280000,USD,San Jose/CA/US,11 - 20 years
4/26/2019 12:58:55,25-34,Tech,Tech support (phone),55000,USD,"Florida, US",8 - 10 years
4/26/2019 12:59:00,25-34,Libraries,Director,160000,USD,"Long Island, NY",11 - 20 years
4/26/2019 12:59:04,25-34,Technology,Public Policy Manager,135000,USD,,8 - 10 years
4/26/2019 12:59:03,35-44,Non-Profit Mental Health,Executive Assistant,"50,300",CAD,"Toronto, Ontario, Canada",11 - 20 years
4/26/2019 12:59:05,45-54,IT,Site Reliability Engineer ,40000,GBP,United Kingdom,21 - 30 years
4/26/2019 12:59:06,55-64,Entertainment ,Executive Producer ,102k,USD,Los Angeles ,11 - 20 years
4/26/2019 12:59:07,55-64,CPA,Principal ,"490,000",USD,"BOSTON, United States",31 - 40 years
4/26/2019 12:59:08,25-34,tech,advisor,38878,USD,san antonio/texas/usa,8 - 10 years
4/26/2019 12:59:09,25-34,cannabis,Marketing and sales manager,90000,USD,Gresham OR 97080,2 - 4 years
4/26/2019 12:59:12,25-34,Manufacturing,Hydraulic engineer,90000,USD,"York, PA",8 - 10 years
4/26/2019 12:59:15,25-34,Financial Services,Audit Associate,57650,USD,"Tulsa, OK USA",1 year or less
